ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;315376
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;2423
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;2003803
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;655184
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;480533
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;797072
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;71013
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;10962
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;2986
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;1467
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;6495
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;7388315
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;698743
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1144184
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;819524
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;352882
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1094208
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;63902
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1032233
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;664423
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1435218
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;82998
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;165
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;3019
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;11477
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;6996
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;17493
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;52599
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;4648
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;12347
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;56387
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;681115
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;81255
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;71198
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;100741
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;30343
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;59184
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1294
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;177416
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;104975
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;53107
United Arab Emirates;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2
